DateTime,Price
2024-09-16 15:44:17,2289.0960077
2024-09-16 15:44:18,2289.25253029
2024-09-16 15:44:19,2289.30252115
2024-09-16 15:44:20,2289.19198918
2024-09-16 15:44:21,2289.15041106
2024-09-16 15:44:22,2289.2434575
2024-09-16 15:44:23,2289.25475341
2024-09-16 15:44:24,2289.27510188
2024-09-16 15:44:25,2289.2587786
2024-09-16 15:44:26,2289.18430349
2024-09-16 15:44:27,2289.10588557
2024-09-16 15:44:28,2289.30780781
2024-09-16 15:44:29,2289.34896317
2024-09-16 15:44:30,2289.16071999
2024-09-16 15:44:31,2289.30250247
2024-09-16 15:44:32,2289.19592749
2024-09-16 15:44:33,2289.11073174
2024-09-16 15:44:34,2289.19367538
2024-09-16 15:44:35,2289.25999999
2024-09-16 15:44:36,2289.2636911
2024-09-16 15:44:37,2289.33546276
2024-09-16 15:44:38,2289.40991988
2024-09-16 15:44:39,2289.40991988
2024-09-16 15:44:40,2289.32557593
2024-09-16 15:44:41,2289.25713166
2024-09-16 15:44:42,2289.39343211
2024-09-16 15:44:43,2289.21378129
2024-09-16 15:44:44,2289.22453369
2024-09-16 15:44:45,2289.21616116
2024-09-16 15:44:46,2289.23435181
2024-09-16 15:44:47,2289.2560072
2024-09-16 15:44:48,2289.19594842
2024-09-16 15:44:49,2289.14230488
2024-09-16 15:44:50,2289.14230488
2024-09-16 15:44:51,2289.18076858
2024-09-16 15:44:51,2289.18076858
2024-09-16 15:44:52,2289.15729623
2024-09-16 15:44:53,2289.16059937
2024-09-16 15:44:54,2289.18283968
2024-09-16 15:44:55,2289.15594566
2024-09-16 15:44:56,2289.15376075
2024-09-16 15:44:57,2289.13845496
2024-09-16 15:44:58,2289.14490449
2024-09-16 15:44:59,2289.15643403
2024-09-16 15:45:00,2289.20056226
2024-09-16 15:43:00,2287.54633552
2024-09-16 15:43:01,2287.47806913
2024-09-16 15:43:02,2287.45531156
2024-09-16 15:43:03,2287.39499999
2024-09-16 15:43:04,2287.38315303
2024-09-16 15:43:05,2287.64262314
2024-09-16 15:43:06,2287.53076265
2024-09-16 15:43:07,2287.51329548
2024-09-16 15:43:08,2287.69975586
2024-09-16 15:43:09,2287.84998443
2024-09-16 15:43:10,2287.8475005
2024-09-16 15:43:11,2287.84763355
2024-09-16 15:43:12,2287.8650427
2024-09-16 15:43:13,2287.86501327
2024-09-16 15:43:14,2287.8699998
2024-09-16 15:43:15,2287.71446892
2024-09-16 15:43:16,2287.85862532
2024-09-16 15:43:17,2287.87000957
2024-09-16 15:43:18,2287.80853821
2024-09-16 15:43:19,2287.93242605
2024-09-16 15:43:20,2288.20033383
2024-09-16 15:43:21,2288.3368779
2024-09-16 15:43:22,2288.28051062
2024-09-16 15:43:23,2288.18250049
2024-09-16 15:43:23,2288.18250049
2024-09-16 15:43:24,2288.29932321
2024-09-16 15:43:25,2288.28824851
2024-09-16 15:43:26,2288.27592313
2024-09-16 15:43:27,2288.21312607
2024-09-16 15:43:28,2288.17121586
2024-09-16 15:43:28,2288.17121586
2024-09-16 15:43:29,2288.33999999
2024-09-16 15:43:29,2288.33999999
2024-09-16 15:43:30,2288.60382851
2024-09-16 15:43:31,2288.513782
2024-09-16 15:43:32,2288.57867531
2024-09-16 15:43:33,2288.66410342
2024-09-16 15:43:34,2288.58716452
2024-09-16 15:43:35,2288.58966403
2024-09-16 15:43:36,2288.68929536
2024-09-16 15:43:37,2288.59750999
2024-09-16 15:43:38,2288.66600383
2024-09-16 15:43:39,2288.6728758
2024-09-16 15:43:40,2288.67562958
2024-09-16 15:43:41,2288.68378997
2024-09-16 15:43:42,2288.775
2024-09-16 15:43:43,2289.28527069
2024-09-16 15:43:44,2289.38714069
2024-09-16 15:43:45,2289.37820612
2024-09-16 15:43:46,2289.37980155
2024-09-16 15:43:47,2289.4
2024-09-16 15:43:48,2289.38943632
2024-09-16 15:43:49,2289.45911759
2024-09-16 15:43:50,2289.495
2024-09-16 15:43:51,2289.51713915
2024-09-16 15:43:52,2289.5025005
2024-09-16 15:43:53,2289.48071722
2024-09-16 15:43:54,2289.48499999
2024-09-16 15:43:55,2289.47849016
2024-09-16 15:43:56,2289.5693481
2024-09-16 15:43:57,2289.5693481
2024-09-16 15:43:58,2289.68178125
2024-09-16 15:43:59,2289.5446608
2024-09-16 15:43:59,2289.5446608
2024-09-16 15:44:00,2289.57749177
2024-09-16 15:42:00,2287.70198932
2024-09-16 15:42:01,2287.78514204
2024-09-16 15:42:02,2287.9671111
2024-09-16 15:42:03,2288.021207
2024-09-16 15:42:04,2288.03527756
2024-09-16 15:42:05,2288.01621399
2024-09-16 15:42:06,2287.99139669
2024-09-16 15:42:07,2287.80564632
2024-09-16 15:42:08,2287.96784797
2024-09-16 15:42:09,2287.84509895
2024-09-16 15:42:10,2287.80379888
2024-09-16 15:42:11,2287.99250049
2024-09-16 15:42:12,2287.9408015
2024-09-16 15:42:13,2287.87456619
2024-09-16 15:42:14,2287.97500001
2024-09-16 15:42:15,2287.95373644
2024-09-16 15:42:16,2287.92697185
2024-09-16 15:42:17,2287.87948526
2024-09-16 15:42:18,2287.85225149
2024-09-16 15:42:19,2287.6668519
2024-09-16 15:42:20,2287.74578738
2024-09-16 15:42:21,2287.81735634
2024-09-16 15:42:22,2287.62406306
2024-09-16 15:42:23,2287.8177791
2024-09-16 15:42:24,2287.84250027
2024-09-16 15:42:25,2287.86660241
2024-09-16 15:42:26,2287.85810043
2024-09-16 15:42:27,2287.78848042
2024-09-16 15:42:28,2287.81249922
2024-09-16 15:42:29,2287.8275125
2024-09-16 15:42:30,2287.66416419
2024-09-16 15:42:31,2287.80730739
2024-09-16 15:42:32,2287.66931786
2024-09-16 15:42:33,2287.87139216
2024-09-16 15:42:34,2287.77407259
2024-09-16 15:42:35,2287.8475005
2024-09-16 15:42:36,2287.78021164
2024-09-16 15:42:37,2287.61906518
2024-09-16 15:42:38,2287.66978389
2024-09-16 15:42:39,2287.63166242
2024-09-16 15:42:40,2287.81749342
2024-09-16 15:42:41,2287.67302739
2024-09-16 15:42:42,2287.82853502
2024-09-16 15:42:43,2287.86892135
2024-09-16 15:42:44,2287.85886419
2024-09-16 15:42:45,2287.82999994
2024-09-16 15:42:46,2287.7775005
2024-09-16 15:42:47,2287.63184206
2024-09-16 15:42:48,2287.6525005
2024-09-16 15:42:49,2287.6525005
2024-09-16 15:42:50,2287.40475622
2024-09-16 15:42:51,2287.45178806
2024-09-16 15:42:52,2287.5970005
2024-09-16 15:42:53,2287.42215721
2024-09-16 15:42:54,2287.32233467
2024-09-16 15:42:55,2287.39499999
2024-09-16 15:42:56,2287.29809585
2024-09-16 15:42:57,2287.375001
2024-09-16 15:42:58,2287.563683
2024-09-16 15:42:59,2287.61299335
2024-09-16 15:43:00,2287.54633552
2024-09-16 15:41:00,2288.56109874
2024-09-16 15:41:01,2288.40838897
2024-09-16 15:41:02,2288.33402625
2024-09-16 15:41:03,2288.36193275
2024-09-16 15:41:04,2288.39315262
2024-09-16 15:41:05,2288.33402625
2024-09-16 15:41:06,2288.30814663
2024-09-16 15:41:07,2288.37419056
2024-09-16 15:41:08,2288.42471765
2024-09-16 15:41:09,2288.27900298
2024-09-16 15:41:10,2288.47279983
2024-09-16 15:41:11,2288.14104435
2024-09-16 15:41:12,2288.14081953
2024-09-16 15:41:13,2288.11793853
2024-09-16 15:41:14,2288.15780715
2024-09-16 15:41:15,2288.2085131
2024-09-16 15:41:16,2288.14281332
2024-09-16 15:41:17,2288.14288108
2024-09-16 15:41:18,2288.12250622
2024-09-16 15:41:19,2288.1533422
2024-09-16 15:41:20,2288.275
2024-09-16 15:41:21,2288.29499994
2024-09-16 15:41:22,2288.40033593
2024-09-16 15:41:23,2288.40502079
2024-09-16 15:41:24,2288.38125537
2024-09-16 15:41:25,2288.24314715
2024-09-16 15:41:26,2288.30714708
2024-09-16 15:41:27,2288.30401474
2024-09-16 15:41:28,2288.29804207
2024-09-16 15:41:29,2288.2975005
2024-09-16 15:41:30,2288.34128296
2024-09-16 15:41:31,2288.24673271
2024-09-16 15:41:32,2288.24750049
2024-09-16 15:41:33,2287.91553251
2024-09-16 15:41:34,2287.90311346
2024-09-16 15:41:35,2287.90429242
2024-09-16 15:41:36,2287.84999998
2024-09-16 15:41:37,2287.89724282
2024-09-16 15:41:38,2287.91108674
2024-09-16 15:41:39,2287.92821217
2024-09-16 15:41:40,2287.92987647
2024-09-16 15:41:41,2287.95584616
2024-09-16 15:41:42,2287.91164392
2024-09-16 15:41:43,2287.83469759
2024-09-16 15:41:44,2287.82299196
2024-09-16 15:41:45,2287.96750049
2024-09-16 15:41:46,2287.75162853
2024-09-16 15:41:47,2287.76465996
2024-09-16 15:41:48,2287.95142975
2024-09-16 15:41:49,2287.73022979
2024-09-16 15:41:50,2287.91499999
2024-09-16 15:41:51,2287.77234264
2024-09-16 15:41:52,2287.88293285
2024-09-16 15:41:53,2287.78219668
2024-09-16 15:41:54,2287.8578384
2024-09-16 15:41:55,2287.77628048
2024-09-16 15:41:56,2287.83894475
2024-09-16 15:41:57,2287.80943667
2024-09-16 15:41:58,2287.89956756
2024-09-16 15:41:59,2287.85246185
2024-09-16 15:42:00,2287.70198932
2024-09-16 15:40:00,2291.18008826
2024-09-16 15:40:01,2291.29
2024-09-16 15:40:02,2291.095005
2024-09-16 15:40:03,2291.13187691
2024-09-16 15:40:04,2291.17897396
2024-09-16 15:40:05,2291.17897397
2024-09-16 15:40:06,2291.22110585
2024-09-16 15:40:07,2291.18634722
2024-09-16 15:40:08,2291.23253657
2024-09-16 15:40:09,2291.08654149
2024-09-16 15:40:10,2291.01419965
2024-09-16 15:40:11,2291.02696216
2024-09-16 15:40:12,2290.8799572
2024-09-16 15:40:13,2291.10503145
2024-09-16 15:40:14,2291.12103166
2024-09-16 15:40:15,2291.30882589
2024-09-16 15:40:16,2291.29268957
2024-09-16 15:40:17,2291.17482704
2024-09-16 15:40:18,2291.15771179
2024-09-16 15:40:19,2291.14042669
2024-09-16 15:40:20,2291.095003
2024-09-16 15:40:21,2291.07764883
2024-09-16 15:40:22,2291.12545313
2024-09-16 15:40:23,2291.03952618
2024-09-16 15:40:24,2290.00876891
2024-09-16 15:40:25,2289.82004117
2024-09-16 15:40:26,2289.82011551
2024-09-16 15:40:27,2289.73064452
2024-09-16 15:40:28,2289.64963115
2024-09-16 15:40:29,2289.55260067
2024-09-16 15:40:30,2289.58880978
2024-09-16 15:40:31,2289.73141675
2024-09-16 15:40:32,2289.44458719
2024-09-16 15:40:33,2289.26104791
2024-09-16 15:40:34,2289.01781077
2024-09-16 15:40:35,2289.065
2024-09-16 15:40:36,2289.035
2024-09-16 15:40:37,2288.81999999
2024-09-16 15:40:38,2288.6045
2024-09-16 15:40:39,2288.58573059
2024-09-16 15:40:40,2288.4589664
2024-09-16 15:40:41,2288.313741
2024-09-16 15:40:42,2288.17217104
2024-09-16 15:40:43,2288.05546453
2024-09-16 15:40:44,2288.065
2024-09-16 15:40:45,2287.89247555
2024-09-16 15:40:46,2287.79894218
2024-09-16 15:40:47,2287.7571168
2024-09-16 15:40:48,2287.82282071
2024-09-16 15:40:49,2287.8944643
2024-09-16 15:40:50,2287.95389474
2024-09-16 15:40:51,2288.2364899
2024-09-16 15:40:52,2288.07903639
2024-09-16 15:40:53,2288.16703795
2024-09-16 15:40:54,2288.62253062
2024-09-16 15:40:55,2288.44529675
2024-09-16 15:40:56,2288.35872017
2024-09-16 15:40:57,2288.45249977
2024-09-16 15:40:58,2288.31169346
2024-09-16 15:40:59,2288.52775722
2024-09-16 15:41:00,2288.56109874
2024-09-16 15:39:00,2290.51018781
2024-09-16 15:39:00,2290.51018781
2024-09-16 15:39:01,2290.51922928
2024-09-16 15:39:01,2290.51922928
2024-09-16 15:39:02,2290.58213003
2024-09-16 15:39:02,2290.58213003
2024-09-16 15:39:03,2290.61263152
2024-09-16 15:39:03,2290.61263152
2024-09-16 15:39:04,2290.72792648
2024-09-16 15:39:04,2290.72792648
2024-09-16 15:39:05,2290.63051672
2024-09-16 15:39:05,2290.63051672
2024-09-16 15:39:06,2290.37033036
2024-09-16 15:39:06,2290.37033036
2024-09-16 15:39:07,2290.39670212
2024-09-16 15:39:07,2290.39670212
2024-09-16 15:39:08,2290.42699494
2024-09-16 15:39:09,2290.5757099
2024-09-16 15:39:10,2290.734
2024-09-16 15:39:11,2290.66178531
2024-09-16 15:39:12,2290.7745
2024-09-16 15:39:13,2290.56731634
2024-09-16 15:39:14,2290.58968863
2024-09-16 15:39:15,2290.58761176
2024-09-16 15:39:16,2290.64764763
2024-09-16 15:39:17,2290.54713083
2024-09-16 15:39:18,2290.68274858
2024-09-16 15:39:19,2290.6862556
2024-09-16 15:39:20,2290.7875025
2024-09-16 15:39:20,2290.7875025
2024-09-16 15:39:21,2290.65196216
2024-09-16 15:39:21,2290.65196216
2024-09-16 15:39:22,2290.50767513
2024-09-16 15:39:22,2290.50767513
2024-09-16 15:39:23,2290.60969947
2024-09-16 15:39:24,2290.50767513
2024-09-16 15:39:25,2291.075
2024-09-16 15:39:26,2291.085
2024-09-16 15:39:27,2290.96011175
2024-09-16 15:39:28,2291.12732632
2024-09-16 15:39:29,2291.1015415
2024-09-16 15:39:30,2291.139043
2024-09-16 15:39:31,2291.25957125
2024-09-16 15:39:32,2291.24999999
2024-09-16 15:39:33,2291.2338607
2024-09-16 15:39:34,2291.17080756
2024-09-16 15:39:35,2291.09148612
2024-09-16 15:39:36,2291.04612078
2024-09-16 15:39:37,2291.03208567
2024-09-16 15:39:38,2291.191541
2024-09-16 15:39:39,2291.2101323
2024-09-16 15:39:40,2291.21206151
2024-09-16 15:39:41,2291.23423098
2024-09-16 15:39:42,2291.21933811
2024-09-16 15:39:43,2291.17800126
2024-09-16 15:39:44,2291.27907721
2024-09-16 15:39:45,2291.39046529
2024-09-16 15:39:46,2291.43072634
2024-09-16 15:39:47,2291.32497495
2024-09-16 15:39:48,2291.4760133
2024-09-16 15:39:49,2291.08359741
2024-09-16 15:39:50,2291.12025766
2024-09-16 15:39:51,2291.20752064
2024-09-16 15:39:52,2291.11215483
2024-09-16 15:39:53,2291.11000048
2024-09-16 15:39:54,2291.225
2024-09-16 15:39:55,2291.20761849
2024-09-16 15:39:56,2291.07604373
2024-09-16 15:39:57,2291.03131045
2024-09-16 15:39:58,2290.92202357
2024-09-16 15:39:59,2290.98189033
2024-09-16 15:40:00,2291.18008826
2024-09-16 15:38:00,2291.10902464
2024-09-16 15:38:01,2291.03407393
2024-09-16 15:38:02,2290.60017139
2024-09-16 15:38:03,2290.66081543
2024-09-16 15:38:04,2290.84222912
2024-09-16 15:38:05,2290.9999008
2024-09-16 15:38:06,2291.00009885
2024-09-16 15:38:07,2290.95471192
2024-09-16 15:38:08,2291.01794344
2024-09-16 15:38:09,2291.0640205
2024-09-16 15:38:10,2290.84303236
2024-09-16 15:38:11,2290.75057576
2024-09-16 15:38:12,2290.64130617
2024-09-16 15:38:13,2290.77923435
2024-09-16 15:38:14,2290.905003
2024-09-16 15:38:15,2290.83797417
2024-09-16 15:38:16,2290.71997631
2024-09-16 15:38:17,2290.64978684
2024-09-16 15:38:18,2290.83383139
2024-09-16 15:38:19,2290.76750872
2024-09-16 15:38:20,2290.77796228
2024-09-16 15:38:21,2290.77794533
2024-09-16 15:38:22,2290.5054911
2024-09-16 15:38:23,2290.61300994
2024-09-16 15:38:24,2290.51534312
2024-09-16 15:38:25,2290.68500099
2024-09-16 15:38:26,2290.6600295
2024-09-16 15:38:27,2290.67749541
2024-09-16 15:38:28,2290.66824024
2024-09-16 15:38:29,2290.55345231
2024-09-16 15:38:30,2290.69166761
2024-09-16 15:38:31,2290.60861906
2024-09-16 15:38:32,2290.6220725
2024-09-16 15:38:33,2290.59075273
2024-09-16 15:38:34,2290.9475005
2024-09-16 15:38:35,2290.9457995
2024-09-16 15:38:36,2290.8825005
2024-09-16 15:38:37,2290.77312831
2024-09-16 15:38:38,2290.72087579
2024-09-16 15:38:39,2290.74154337
2024-09-16 15:38:40,2290.72799535
2024-09-16 15:37:00,2290.03000206
2024-09-16 15:37:01,2290.03999917
2024-09-16 15:37:02,2290.01354444
2024-09-16 15:37:03,2289.98784148
2024-09-16 15:37:04,2289.8975005
2024-09-16 15:37:05,2290.01691132
2024-09-16 15:37:06,2289.86668614
2024-09-16 15:37:07,2289.87717241
2024-09-16 15:37:08,2289.8638307
2024-09-16 15:37:09,2289.88527685
2024-09-16 15:37:10,2289.88187661
2024-09-16 15:37:11,2289.80430405
2024-09-16 15:37:12,2289.81597474
2024-09-16 15:37:13,2289.89252545
2024-09-16 15:37:14,2289.88628801
2024-09-16 15:37:15,2289.79536761
2024-09-16 15:37:16,2289.73411641
2024-09-16 15:37:17,2289.78516814
2024-09-16 15:37:18,2289.6715619
2024-09-16 15:37:19,2289.75578857
2024-09-16 15:37:20,2289.8595211
2024-09-16 15:37:21,2289.81113401
2024-09-16 15:37:22,2289.76413996
2024-09-16 15:37:23,2289.85101743
2024-09-16 15:37:24,2289.75093378
2024-09-16 15:37:25,2289.79971119
2024-09-16 15:37:26,2289.79400788
2024-09-16 15:37:27,2290.08138362
2024-09-16 15:37:28,2290.13798492
2024-09-16 15:37:29,2290.415
2024-09-16 15:37:30,2290.47700072
2024-09-16 15:37:31,2290.48450157
2024-09-16 15:37:32,2290.53264191
2024-09-16 15:37:33,2290.52491642
2024-09-16 15:37:34,2290.49493777
2024-09-16 15:37:35,2290.5925005
2024-09-16 15:37:36,2290.885
2024-09-16 15:37:37,2290.9
2024-09-16 15:37:38,2290.99782175
2024-09-16 15:37:39,2290.82101187
2024-09-16 15:37:40,2290.51752737
2024-09-16 15:37:41,2290.6028891
2024-09-16 15:37:42,2290.82701427
2024-09-16 15:37:43,2290.90913856
2024-09-16 15:37:44,2290.92069195
2024-09-16 15:37:45,2291.0409435
2024-09-16 15:37:46,2291.104037
2024-09-16 15:37:47,2291.1509959
2024-09-16 15:37:48,2291.06023194
2024-09-16 15:37:49,2291.1115375
2024-09-16 15:37:50,2291.235
2024-09-16 15:37:51,2291.1218256
2024-09-16 15:37:52,2291.26125168
2024-09-16 15:37:53,2291.09043843
2024-09-16 15:37:54,2291.09700048
2024-09-16 15:37:55,2291.19898955
2024-09-16 15:37:56,2291.23026636
2024-09-16 15:37:57,2291.1265405
2024-09-16 15:37:58,2291.09700046
2024-09-16 15:37:59,2291.1015405
2024-09-16 15:38:00,2291.10902464
2024-09-16 15:36:00,2291.295
2024-09-16 15:36:01,2291.15756007
2024-09-16 15:36:02,2291.05652442
2024-09-16 15:36:03,2290.9996112
2024-09-16 15:36:04,2291.00647234
2024-09-16 15:36:05,2290.99603743
2024-09-16 15:36:06,2290.96783712
2024-09-16 15:36:07,2290.78803986
2024-09-16 15:36:08,2290.77650987
2024-09-16 15:36:09,2290.92218266
2024-09-16 15:36:10,2290.99471175
2024-09-16 15:36:11,2290.99737817
2024-09-16 15:36:12,2291.12525469
2024-09-16 15:36:12,2291.12525469
2024-09-16 15:36:13,2290.98743795
2024-09-16 15:36:14,2291.02481682
2024-09-16 15:36:15,2291.00332349
2024-09-16 15:36:16,2291.135
2024-09-16 15:36:17,2291.06819935
2024-09-16 15:36:18,2291.00387429
2024-09-16 15:36:19,2291.0965375
2024-09-16 15:36:20,2291.085003
2024-09-16 15:36:21,2290.92345439
2024-09-16 15:36:21,2290.92345439
2024-09-16 15:36:22,2291.0315363
2024-09-16 15:36:23,2291.00728
2024-09-16 15:36:24,2291.02245998
2024-09-16 15:36:25,2291.03659825
2024-09-16 15:36:26,2290.9568031
2024-09-16 15:36:27,2290.93674072
2024-09-16 15:36:28,2290.819978
2024-09-16 15:36:29,2290.71369108
2024-09-16 15:36:30,2290.71369108
2024-09-16 15:36:31,2290.66882318
2024-09-16 15:36:32,2290.38621689
2024-09-16 15:36:33,2290.74921775
2024-09-16 15:36:34,2290.70563448
2024-09-16 15:36:35,2290.70821575
2024-09-16 15:36:36,2290.73841248
2024-09-16 15:36:37,2290.6114109
2024-09-16 15:36:38,2290.70399749
2024-09-16 15:36:39,2290.66587315
2024-09-16 15:36:40,2290.73555305
2024-09-16 15:35:00,2295.74278682
2024-09-16 15:35:01,2295.92034032
2024-09-16 15:35:02,2295.73757373
2024-09-16 15:35:03,2295.70846467
2024-09-16 15:35:04,2295.69698598
2024-09-16 15:35:05,2295.75369097
2024-09-16 15:35:06,2295.81088396
2024-09-16 15:35:07,2295.71605322
2024-09-16 15:35:08,2295.60371305
2024-09-16 15:35:09,2295.81233965
2024-09-16 15:35:10,2295.65932696
2024-09-16 15:35:11,2295.41866104
2024-09-16 15:35:12,2295.03889573
2024-09-16 15:35:13,2294.73670187
2024-09-16 15:35:14,2294.49485841
2024-09-16 15:35:15,2294.54626823
2024-09-16 15:35:16,2294.53249311
2024-09-16 15:35:17,2294.34619394
2024-09-16 15:35:18,2294.15814218
2024-09-16 15:35:19,2294.00785575
2024-09-16 15:35:20,2294.13499188
2024-09-16 15:35:21,2294.13355686
2024-09-16 15:35:22,2294.24704937
2024-09-16 15:35:23,2294.16783625
2024-09-16 15:35:24,2294.20288946
2024-09-16 15:35:25,2294.221841
2024-09-16 15:35:26,2293.93941222
2024-09-16 15:35:27,2293.87451448
2024-09-16 15:35:28,2294.00032839
2024-09-16 15:35:29,2294.00325048
2024-09-16 15:35:30,2293.8849065
2024-09-16 15:35:31,2293.73193606
2024-09-16 15:35:32,2293.5769414
2024-09-16 15:35:33,2293.31253549
2024-09-16 15:35:34,2293.19422749
2024-09-16 15:35:35,2293.15999999
2024-09-16 15:35:36,2292.98544864
2024-09-16 15:35:37,2292.85111149
2024-09-16 15:35:38,2292.81561149
2024-09-16 15:35:39,2292.65853368
2024-09-16 15:35:40,2292.56415283
2024-09-16 15:35:41,2292.53957602
2024-09-16 15:35:42,2292.30441954
2024-09-16 15:35:43,2292.29612998
2024-09-16 15:35:44,2292.25986999
2024-09-16 15:35:45,2292.2970045
2024-09-16 15:35:46,2292.3859115
2024-09-16 15:35:47,2291.87778256
2024-09-16 15:35:48,2291.95287962
2024-09-16 15:35:49,2291.99173085
2024-09-16 15:35:50,2291.83501241
2024-09-16 15:35:51,2291.83500503
2024-09-16 15:35:52,2291.80991441
2024-09-16 15:35:53,2291.96151747
